"indicator","method","method_type","population_size","pop_label","seed_selection","estimate","se","ci_lower","ci_upper","uncertainty_method","parameter_type","iterations","M1","M2","convergence_status","combination_id","indicator_clean","method_clean","uncertainty_clean","estimate_pct","ci_lower_pct","ci_upper_pct","se_pct","estimate_with_ci","sensitivity_combo"
"sum_categories","MA_estimates","bayesian",50000,"50K","sample",0.070721963887423,0.625764348539602,6e-05,0.374235651460398,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_50000_sample","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.0721963887423,0.006,37.4235651460398,62.5764348539602,"7.1% (0.0–37.4)","50K_sample_enhanced"
"sum_categories","MA_estimates","bayesian",1e+05,"100K","degree",0.0722080026919645,0.615585624101726,3e-05,0.384414375898274,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_100000_degree","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.22080026919645,0.003,38.4414375898274,61.5585624101726,"7.2% (0.0–38.4)","100K_degree_enhanced"
"sum_categories","MA_estimates","bayesian",1e+05,"100K","random",0.0722080026919645,0.615585624101726,3e-05,0.384414375898274,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_100000_random","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.22080026919645,0.003,38.4414375898274,61.5585624101726,"7.2% (0.0–38.4)","100K_random_enhanced"
"sum_categories","MA_estimates","bayesian",1e+05,"100K","sample",0.0722080026919645,0.615585624101726,3e-05,0.384414375898274,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_100000_sample","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.22080026919645,0.003,38.4414375898274,61.5585624101726,"7.2% (0.0–38.4)","100K_sample_enhanced"
"sum_categories","MA_estimates","bayesian",980000,"980K","degree",0.0716292283743229,0.620996516267584,3.06122448979592e-06,0.379003483732416,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_980000_degree","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.16292283743229,0.000306122448979592,37.9003483732416,62.0996516267584,"7.2% (0.0–37.9)","980K_degree_enhanced"
"sum_categories","MA_estimates","bayesian",980000,"980K","random",0.0716292283743229,0.620996516267584,3.06122448979592e-06,0.379003483732416,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_980000_random","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.16292283743229,0.000306122448979592,37.9003483732416,62.0996516267584,"7.2% (0.0–37.9)","980K_random_enhanced"
"sum_categories","MA_estimates","bayesian",980000,"980K","sample",0.0716292283743229,0.620996516267584,3.06122448979592e-06,0.379003483732416,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_980000_sample","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.16292283743229,0.000306122448979592,37.9003483732416,62.0996516267584,"7.2% (0.0–37.9)","980K_sample_enhanced"
"sum_categories","MA_estimates","bayesian",1740000,"1.74M","degree",0.0707360904695903,0.627942610669583,1.72413793103448e-06,0.372057389330417,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_1740000_degree","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.07360904695903,0.000172413793103448,37.2057389330417,62.7942610669583,"7.1% (0.0–37.2)","1.74M_degree_enhanced"
"sum_categories","MA_estimates","bayesian",1740000,"1.74M","random",0.0707360904695903,0.627942610669583,1.72413793103448e-06,0.372057389330417,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_1740000_random","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.07360904695903,0.000172413793103448,37.2057389330417,62.7942610669583,"7.1% (0.0–37.2)","1.74M_random_enhanced"
"sum_categories","MA_estimates","bayesian",1740000,"1.74M","sample",0.0707360904695903,0.627942610669583,1.72413793103448e-06,0.372057389330417,"bayesian_credible_interval","enhanced",3,75,50,"success","sum_categories_1740000_sample","Risk exposure scale (ordinal)","MA.estimates","Bayesian CI",7.07360904695903,0.000172413793103448,37.2057389330417,62.7942610669583,"7.1% (0.0–37.2)","1.74M_sample_enhanced"
"threats_abuse_rds","MA_estimates","bayesian",50000,"50K","degree",0.570708981442676,0.204454481510724,0.345872444396076,0.795545518489276,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_50000_degree","Threats and abuse","MA.estimates","Bayesian CI",57.0708981442676,34.5872444396076,79.5545518489276,20.4454481510724,"57.1% (34.6–79.6)","50K_degree_standard"
"threats_abuse_rds","MA_estimates","bayesian",50000,"50K","random",0.570708981442676,0.204454481510724,0.345872444396076,0.795545518489276,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_50000_random","Threats and abuse","MA.estimates","Bayesian CI",57.0708981442676,34.5872444396076,79.5545518489276,20.4454481510724,"57.1% (34.6–79.6)","50K_random_standard"
"threats_abuse_rds","MA_estimates","bayesian",50000,"50K","sample",0.570708981442676,0.204454481510724,0.345872444396076,0.795545518489276,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_50000_sample","Threats and abuse","MA.estimates","Bayesian CI",57.0708981442676,34.5872444396076,79.5545518489276,20.4454481510724,"57.1% (34.6–79.6)","50K_sample_standard"
"threats_abuse_rds","MA_estimates","bayesian",1e+05,"100K","degree",0.576531312167185,0.21578132535712,0.368843949691489,0.78421867464288,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_100000_degree","Threats and abuse","MA.estimates","Bayesian CI",57.6531312167185,36.8843949691489,78.421867464288,21.578132535712,"57.7% (36.9–78.4)","100K_degree_standard"
"threats_abuse_rds","MA_estimates","bayesian",1e+05,"100K","random",0.576531312167185,0.21578132535712,0.368843949691489,0.78421867464288,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_100000_random","Threats and abuse","MA.estimates","Bayesian CI",57.6531312167185,36.8843949691489,78.421867464288,21.578132535712,"57.7% (36.9–78.4)","100K_random_standard"
"threats_abuse_rds","MA_estimates","bayesian",1e+05,"100K","sample",0.576531312167185,0.21578132535712,0.368843949691489,0.78421867464288,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_100000_sample","Threats and abuse","MA.estimates","Bayesian CI",57.6531312167185,36.8843949691489,78.421867464288,21.578132535712,"57.7% (36.9–78.4)","100K_sample_standard"
"threats_abuse_rds","MA_estimates","bayesian",980000,"980K","degree",0.573084848011222,0.207496894568279,0.353666590590723,0.792503105431721,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_980000_degree","Threats and abuse","MA.estimates","Bayesian CI",57.3084848011222,35.3666590590723,79.2503105431721,20.7496894568279,"57.3% (35.4–79.3)","980K_degree_standard"
"threats_abuse_rds","MA_estimates","bayesian",980000,"980K","random",0.573084848011222,0.207496894568279,0.353666590590723,0.792503105431721,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_980000_random","Threats and abuse","MA.estimates","Bayesian CI",57.3084848011222,35.3666590590723,79.2503105431721,20.7496894568279,"57.3% (35.4–79.3)","980K_random_standard"
"threats_abuse_rds","MA_estimates","bayesian",980000,"980K","sample",0.573084848011222,0.207496894568279,0.353666590590723,0.792503105431721,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_980000_sample","Threats and abuse","MA.estimates","Bayesian CI",57.3084848011222,35.3666590590723,79.2503105431721,20.7496894568279,"57.3% (35.4–79.3)","980K_sample_standard"
"threats_abuse_rds","MA_estimates","bayesian",1740000,"1.74M","degree",0.570407616472037,0.206585284428147,0.347400517372222,0.793414715571853,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_1740000_degree","Threats and abuse","MA.estimates","Bayesian CI",57.0407616472037,34.7400517372222,79.3414715571853,20.6585284428147,"57.0% (34.7–79.3)","1.74M_degree_standard"
"threats_abuse_rds","MA_estimates","bayesian",1740000,"1.74M","random",0.570407616472037,0.206585284428147,0.347400517372222,0.793414715571853,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_1740000_random","Threats and abuse","MA.estimates","Bayesian CI",57.0407616472037,34.7400517372222,79.3414715571853,20.6585284428147,"57.0% (34.7–79.3)","1.74M_random_standard"
"threats_abuse_rds","MA_estimates","bayesian",1740000,"1.74M","sample",0.570407616472037,0.206585284428147,0.347400517372222,0.793414715571853,"bayesian_credible_interval","standard",2,50,25,"success","threats_abuse_rds_1740000_sample","Threats and abuse","MA.estimates","Bayesian CI",57.0407616472037,34.7400517372222,79.3414715571853,20.6585284428147,"57.0% (34.7–79.3)","1.74M_sample_standard"
