"outcome_variable","weight_method","Method","Point Estimate","95% CI","CI Width","Valid Samples"
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=0.8, ρ=1.1)","46,368","[27,378,  78,413]"," 51,035",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=0.8, ρ=1.2)","50,584","[29,867,  85,542]"," 55,674",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=0.9, ρ=0.8)","29,975","[17,699,  50,691]"," 32,992",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=0.9, ρ=0.9)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=0.9, ρ=1)","37,469","[22,124,  63,364]"," 41,240",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=0.9, ρ=1.1)","41,216","[24,336,  69,701]"," 45,364",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=0.9, ρ=1.2)","44,963","[26,549,  76,037]"," 49,488",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=1, ρ=0.8)","26,978","[15,929,  45,622]"," 29,693",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=1, ρ=0.9)","30,350","[17,920,  51,325]"," 33,405",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=1, ρ=1)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=1, ρ=1.1)","37,095","[21,903,  62,730]"," 40,828",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.7, τ=1, ρ=1.2)","40,467","[23,894,  68,433]"," 44,539",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.6, ρ=0.8)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.6, ρ=0.9)","44,261","[26,134,  74,849]"," 48,715",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.6, ρ=1)","49,179","[29,038,  83,165]"," 54,128",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.6, ρ=1.1)","54,096","[31,941,  91,482]"," 59,541",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.6, ρ=1.2)","59,014","[34,845,  99,798]"," 64,953",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.7, ρ=0.8)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.7, ρ=0.9)","37,938","[22,400,  64,156]"," 41,756",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.7, ρ=1)","42,153","[24,889,  71,285]"," 46,395",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.7, ρ=1.1)","46,368","[27,378,  78,413]"," 51,035",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.7, ρ=1.2)","50,584","[29,867,  85,542]"," 55,674",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.8, ρ=0.8)","29,507","[17,423,  49,899]"," 32,477",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.8, ρ=0.9)","33,196","[19,600,  56,137]"," 36,536",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.8, ρ=1)","36,884","[21,778,  62,374]"," 40,596",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.8, ρ=1.1)","40,572","[23,956,  68,611]"," 44,655",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.8, ρ=1.2)","44,261","[26,134,  74,849]"," 48,715",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.9, ρ=0.8)","26,229","[15,487,  44,355]"," 28,868",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.9, ρ=0.9)","29,507","[17,423,  49,899]"," 32,477",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.9, ρ=1)","32,786","[19,358,  55,444]"," 36,085",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.9, ρ=1.1)","36,064","[21,294,  60,988]"," 39,694",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=0.9, ρ=1.2)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=1, ρ=0.8)","23,606","[13,938,  39,919]"," 25,981",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=1, ρ=0.9)","26,556","[15,680,  44,909]"," 29,229",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=1, ρ=1)","29,507","[17,423,  49,899]"," 32,477",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=1, ρ=1.1)","32,458","[19,165,  54,889]"," 35,724",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.8, τ=1, ρ=1.2)","35,409","[20,907,  59,879]"," 38,972",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.6, ρ=0.8)","34,971","[20,649,  59,140]"," 38,491",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.6, ρ=0.9)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.6, ρ=1)","43,714","[25,811,  73,925]"," 48,114",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.6, ρ=1.1)","48,086","[28,392,  81,317]"," 52,925",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.6, ρ=1.2)","52,457","[30,973,  88,710]"," 57,736",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.7, ρ=0.8)","29,975","[17,699,  50,691]"," 32,992",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.7, ρ=0.9)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.7, ρ=1)","37,469","[22,124,  63,364]"," 41,240",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.7, ρ=1.1)","41,216","[24,336,  69,701]"," 45,364",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.7, ρ=1.2)","44,963","[26,549,  76,037]"," 49,488",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.8, ρ=0.8)","26,229","[15,487,  44,355]"," 28,868",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.8, ρ=0.9)","29,507","[17,423,  49,899]"," 32,477",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.8, ρ=1)","32,786","[19,358,  55,444]"," 36,085",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.8, ρ=1.1)","36,064","[21,294,  60,988]"," 39,694",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.8, ρ=1.2)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.9, ρ=0.8)","23,314","[13,766,  39,427]"," 25,661",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.9, ρ=0.9)","26,229","[15,487,  44,355]"," 28,868",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.9, ρ=1)","29,143","[17,207,  49,283]"," 32,076",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.9, ρ=1.1)","32,057","[18,928,  54,212]"," 35,283",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=0.9, ρ=1.2)","34,971","[20,649,  59,140]"," 38,491",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=1, ρ=0.8)","20,983","[12,389,  35,484]"," 23,095",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=1, ρ=0.9)","23,606","[13,938,  39,919]"," 25,981",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=1, ρ=1)","26,229","[15,487,  44,355]"," 28,868",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=1, ρ=1.1)","28,851","[17,035,  48,790]"," 31,755",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=0.9, τ=1, ρ=1.2)","31,474","[18,584,  53,226]"," 34,642",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.6, ρ=0.8)","31,474","[18,584,  53,226]"," 34,642",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.6, ρ=0.9)","35,409","[20,907,  59,879]"," 38,972",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.6, ρ=1)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.6, ρ=1.1)","43,277","[25,553,  73,186]"," 47,632",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.6, ρ=1.2)","47,211","[27,876,  79,839]"," 51,963",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.7, ρ=0.8)","26,978","[15,929,  45,622]"," 29,693",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.7, ρ=0.9)","30,350","[17,920,  51,325]"," 33,405",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.7, ρ=1)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.7, ρ=1.1)","37,095","[21,903,  62,730]"," 40,828",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.7, ρ=1.2)","40,467","[23,894,  68,433]"," 44,539",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.8, ρ=0.8)","23,606","[13,938,  39,919]"," 25,981",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.8, ρ=0.9)","26,556","[15,680,  44,909]"," 29,229",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.8, ρ=1)","29,507","[17,423,  49,899]"," 32,477",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.8, ρ=1.1)","32,458","[19,165,  54,889]"," 35,724",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.8, ρ=1.2)","35,409","[20,907,  59,879]"," 38,972",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.9, ρ=0.8)","20,983","[12,389,  35,484]"," 23,095",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.9, ρ=0.9)","23,606","[13,938,  39,919]"," 25,981",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.9, ρ=1)","26,229","[15,487,  44,355]"," 28,868",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.9, ρ=1.1)","28,851","[17,035,  48,790]"," 31,755",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=0.9, ρ=1.2)","31,474","[18,584,  53,226]"," 34,642",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=1, ρ=0.8)","18,885","[11,150,  31,936]"," 20,785",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=1, ρ=0.9)","21,245","[12,544,  35,927]"," 23,383",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=1, ρ=1)","23,606","[13,938,  39,919]"," 25,981",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=1, ρ=1.1)","25,966","[15,332,  43,911]"," 28,579",100
"excessive_hours_nsum","weight_rds_i","MBSU (δ=1, τ=1, ρ=1.2)","28,327","[16,726,  47,903]"," 31,178",100
"excessive_hours_nsum","weight_rds_ii","GNSUM Symmetric","23,606","[13,938,  39,919]"," 25,981",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.6, ρ=0.8)","62,949","[37,168, 106,452]"," 69,284",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.6, ρ=0.9)","70,817","[41,814, 119,758]"," 77,944",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.6, ρ=1)","78,686","[46,460, 133,065]"," 86,605",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.6, ρ=1.1)","86,554","[51,106, 146,371]"," 95,265",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.6, ρ=1.2)","94,423","[55,752, 159,678]","103,925",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.7, ρ=0.8)","53,956","[31,858,  91,244]"," 59,386",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.7, ρ=0.9)","60,700","[35,841, 102,650]"," 66,809",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.7, ρ=1)","67,445","[39,823, 114,055]"," 74,232",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.7, ρ=1.1)","74,189","[43,805, 125,461]"," 81,656",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.7, ρ=1.2)","80,934","[47,788, 136,866]"," 89,079",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.8, ρ=0.8)","47,211","[27,876,  79,839]"," 51,963",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.8, ρ=0.9)","53,113","[31,361,  89,819]"," 58,458",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.8, ρ=1)","59,014","[34,845,  99,798]"," 64,953",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.8, ρ=1.1)","64,916","[38,330, 109,778]"," 71,449",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.8, ρ=1.2)","70,817","[41,814, 119,758]"," 77,944",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.9, ρ=0.8)","41,966","[24,779,  70,968]"," 46,189",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.9, ρ=0.9)","47,211","[27,876,  79,839]"," 51,963",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.9, ρ=1)","52,457","[30,973,  88,710]"," 57,736",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.9, ρ=1.1)","57,703","[34,071,  97,581]"," 63,510",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=0.9, ρ=1.2)","62,949","[37,168, 106,452]"," 69,284",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=1, ρ=0.8)","37,769","[22,301,  63,871]"," 41,570",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=1, ρ=0.9)","42,490","[25,088,  71,855]"," 46,766",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=1, ρ=1)","47,211","[27,876,  79,839]"," 51,963",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=1, ρ=1.1)","51,933","[30,664,  87,823]"," 57,159",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.5, τ=1, ρ=1.2)","56,654","[33,451,  95,807]"," 62,355",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.6, ρ=0.8)","52,457","[30,973,  88,710]"," 57,736",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.6, ρ=0.9)","59,014","[34,845,  99,798]"," 64,953",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.6, ρ=1)","65,571","[38,717, 110,887]"," 72,170",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.6, ρ=1.1)","72,128","[42,588, 121,976]"," 79,387",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.6, ρ=1.2)","78,686","[46,460, 133,065]"," 86,605",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.7, ρ=0.8)","44,963","[26,549,  76,037]"," 49,488",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.7, ρ=0.9)","50,584","[29,867,  85,542]"," 55,674",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.7, ρ=1)","56,204","[33,186,  95,046]"," 61,860",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.7, ρ=1.1)","61,824","[36,504, 104,551]"," 68,046",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.7, ρ=1.2)","67,445","[39,823, 114,055]"," 74,232",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.8, ρ=0.8)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.8, ρ=0.9)","44,261","[26,134,  74,849]"," 48,715",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.8, ρ=1)","49,179","[29,038,  83,165]"," 54,128",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.8, ρ=1.1)","54,096","[31,941,  91,482]"," 59,541",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.8, ρ=1.2)","59,014","[34,845,  99,798]"," 64,953",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.9, ρ=0.8)","34,971","[20,649,  59,140]"," 38,491",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.9, ρ=0.9)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.9, ρ=1)","43,714","[25,811,  73,925]"," 48,114",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.9, ρ=1.1)","48,086","[28,392,  81,317]"," 52,925",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=0.9, ρ=1.2)","52,457","[30,973,  88,710]"," 57,736",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=1, ρ=0.8)","31,474","[18,584,  53,226]"," 34,642",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=1, ρ=0.9)","35,409","[20,907,  59,879]"," 38,972",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=1, ρ=1)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=1, ρ=1.1)","43,277","[25,553,  73,186]"," 47,632",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.6, τ=1, ρ=1.2)","47,211","[27,876,  79,839]"," 51,963",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=0.8)","44,963","[26,549,  76,037]"," 49,488",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=0.9)","50,584","[29,867,  85,542]"," 55,674",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=1)","56,204","[33,186,  95,046]"," 61,860",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=1.1)","61,824","[36,504, 104,551]"," 68,046",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=1.2)","67,445","[39,823, 114,055]"," 74,232",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=0.8)","38,540","[22,756,  65,175]"," 42,419",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=0.9)","43,357","[25,600,  73,321]"," 47,721",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=1)","48,175","[28,445,  81,468]"," 53,023",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=1.1)","52,992","[31,289,  89,615]"," 58,326",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=1.2)","57,810","[34,134,  97,762]"," 63,628",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=0.8)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=0.9)","37,938","[22,400,  64,156]"," 41,756",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=1)","42,153","[24,889,  71,285]"," 46,395",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=1.1)","46,368","[27,378,  78,413]"," 51,035",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=1.2)","50,584","[29,867,  85,542]"," 55,674",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=0.8)","29,975","[17,699,  50,691]"," 32,992",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=0.9)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=1)","37,469","[22,124,  63,364]"," 41,240",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=1.1)","41,216","[24,336,  69,701]"," 45,364",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=1.2)","44,963","[26,549,  76,037]"," 49,488",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=0.8)","26,978","[15,929,  45,622]"," 29,693",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=0.9)","30,350","[17,920,  51,325]"," 33,405",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=1)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=1.1)","37,095","[21,903,  62,730]"," 40,828",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=1.2)","40,467","[23,894,  68,433]"," 44,539",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=0.8)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=0.9)","44,261","[26,134,  74,849]"," 48,715",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=1)","49,179","[29,038,  83,165]"," 54,128",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=1.1)","54,096","[31,941,  91,482]"," 59,541",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=1.2)","59,014","[34,845,  99,798]"," 64,953",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=0.8)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=0.9)","37,938","[22,400,  64,156]"," 41,756",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=1)","42,153","[24,889,  71,285]"," 46,395",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=1.1)","46,368","[27,378,  78,413]"," 51,035",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=1.2)","50,584","[29,867,  85,542]"," 55,674",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=0.8)","29,507","[17,423,  49,899]"," 32,477",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=0.9)","33,196","[19,600,  56,137]"," 36,536",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=1)","36,884","[21,778,  62,374]"," 40,596",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=1.1)","40,572","[23,956,  68,611]"," 44,655",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=1.2)","44,261","[26,134,  74,849]"," 48,715",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=0.8)","26,229","[15,487,  44,355]"," 28,868",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=0.9)","29,507","[17,423,  49,899]"," 32,477",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=1)","32,786","[19,358,  55,444]"," 36,085",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=1.1)","36,064","[21,294,  60,988]"," 39,694",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=1.2)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=0.8)","23,606","[13,938,  39,919]"," 25,981",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=0.9)","26,556","[15,680,  44,909]"," 29,229",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=1)","29,507","[17,423,  49,899]"," 32,477",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=1.1)","32,458","[19,165,  54,889]"," 35,724",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=1.2)","35,409","[20,907,  59,879]"," 38,972",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=0.8)","34,971","[20,649,  59,140]"," 38,491",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=0.9)","39,343","[23,230,  66,532]"," 43,302",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=1)","43,714","[25,811,  73,925]"," 48,114",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=1.1)","48,086","[28,392,  81,317]"," 52,925",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=1.2)","52,457","[30,973,  88,710]"," 57,736",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=0.8)","29,975","[17,699,  50,691]"," 32,992",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=0.9)","33,722","[19,911,  57,028]"," 37,116",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=1)","37,469","[22,124,  63,364]"," 41,240",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=1.1)","41,216","[24,336,  69,701]"," 45,364",100
"excessive_hours_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=1.2)","44,963","[26,549,  76,037]"," 49,488",100
