numRef,NonEmptyCount,referedFreq,q13,suspicious_variable,network.size.variable,network.size,rowNum,ridc,recruiter.id,id,node_1_recruiter,node_2_id_respondent_recruit,recruiter_id,composite_risk,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,sum_categories,whether_exploitation,wave,q1,q2,q3,q4,q5,q6,q7,q8,q8_a,q9,q10,q11,q12,q14,q15,q16,q17,q18_0,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_a,q19,q20,q21,q22,q23,q24,q25,x4h_alin_sa_mga_sumusunod_na_elemento_ang_mahalaga_sa_iyong_kasiyahan,q26,q26_a,q26_b,q26_c,q26_d,q26_e,q26_f,q26_g,q27,q28,q29,q30,q31,q32,q33,q34,q34_a,q35,q36,q37,q38,q39,q40,q41,q42,q43,q44,q44_a,q44_b,q45,q46,q47,q48,q48_a,q49,q50,q51,q51_a,q52,q53,q54,q55_0,q55_1,q55_2,q55_3,q55_4,q55_5,q55_6,q55_7,q55_8,q55_9,q56,q57_0,q57_1,q57_2,q57_3,q57_4,q58,q58_a,q59,q59_a,q60,q61,q62,q63,q64,q65,q66,q67_0,q67_1,q67_2,q67_3,q67_4,q67_5,q67_6,q67_7,q67_8,q67_9,q67_10,q67_11,q67_12,q67_a,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82_92_0,q82_92_1,q82_92_2,q82_92_3,q82_92_4,q82_5,q82_6,q82_7,q82_8,q82_9,q82_10,q82_11,q82_12,q82_13,q82_14,q82_15,q82_16,q82_17,q82_18,q82_19,q82_a,q83_88,q84_89,q85_90_93_96,q86,q87_95,q98,q99,q100,q101,q102,q103,q103_a,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118
10,0,0,10,0,10,10,33,93,93,33,93.0,33,93,0.78,0.045,0.09,0.09,0.0,0.045,0.09,0.09,0.09,0.09,0.09,0.06,0,0,0.78,1,2,employee,,,,0,4,0,1,,3,1,5,1,2,3,5,1,1,1,0,0,0,1,1,,1,2,0,2,2,2,0,,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,1,,0,4,1,15,0,0,0,0,2,0,0,1,0,2,2,1,,0,0,1,1,1,0,0.0,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,,0,,3,2,2,2,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,2,2,0,2,0,0,2,2,0,1,0,2,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,
10,0,1,10,0,10,10,34,seed,-1,35,,35,-1,0.1425,0.045,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.03,1,1,0.1425,1,1,employee,,,,0,2,3,1,,1,1,5,0,2,0,5,2,1,1,1,1,1,1,0,,2,2,3,0,2,1,3,,0,0,0,0,0,0,0,0,2,0,1,3,3,0,3,2,,3,3,1,0,1,1,1,3,3,1,1,1,1,0,3,2,1,3,1,1,0,1,0,0.0,0,1,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,0,,0,1,0,3,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,3,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,10.0,0.0,,0,,,,,1,2.0,,,,,,,,,,,,,,,,,
10,1,1,10,0,10,10,35,seed,-1,74,,74,-1,0.18,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.18,1,1,self-employed,,,,0,4,2,1,,3,1,6,1,0,4,1,0,1,1,0,0,0,0,0,,1,0,0,0,1,2,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,4,2,10.85,1,1,0,3,0,1,1,1,1,3,3,3,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,2,,0,,0,0,3,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,,0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,Participando,,,10,,Si,Hablar,0.0,0.0,,1.0,,,,,,,,,,,,,,
15,0,1,15,0,15,15,36,seed,-1,73,,73,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,self-employed,,,,0,3,0,1,,3,1,6,1,0,1,0,0,1,1,0,0,0,0,0,,0,2,0,0,1,2,0,,0,0,0,0,1,2,0,0,2,3,3,0,0,3,0,1,No,0,4,0,15,1,1,1,3,0,1,1,1,1,0,3,3,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,0,,1,0,3,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,,0,3,3,0,0,0,0,3,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,5.0,,1.0,,,,,,,,,,,,,,
20,10,0,20,0,20,20,37,74,74,17,74.0,17,74,0.6825,0.045,0.09,0.09,0.09,0.045,0.09,0.0,0.09,0.09,0.0225,0.03,1,0,0.6825,1,2,employee,,,,0,4,2,1,,3,1,5,2,15,2,1,1,1,1,0,0,0,0,0,,3,3,20,1,3,0,20,,3,0,0,0,0,0,0,0,3,2,2,2,2,1,0,3,,20,2,2,15,0,0,0,2,3,0,1,1,0,2,1,2,2,3,1,1,1,1,0,0.0,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,,1,,1,2,4,4,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,4,3,0,4,2,0,4,4,0,1,20,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
20,1,0,20,0,20,20,38,seed,-1,21,,21,-1,0.5625,0.045,0.09,0.045,0.0,0.045,0.09,0.0,0.09,0.0,0.0675,0.09,1,0,0.5625,1,1,employee,,,,0,4,0,1,,3,1,5,0,20,4,6,1,1,1,1,1,1,1,0,,2,1,0,1,3,1,20,,0,1,0,0,0,0,0,0,3,0,2,2,2,2,10,4,,20,1,1,8,1,1,1,2,10,0,1,1,0,0,2,2,,20,1,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,2,1,2,10,0,3,0,0,1,0,0,0,1,0,1,0,1,0,0,,8,3,3,4,2,0,5,2,0,3,1,15,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2.0,1.0,,0.0,,,,,,,,,,,,,,
20,0,0,20,0,20,20,39,seed,-1,70,,70,-1,0.2325,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0675,0.03,0,0,0.2325,1,1,self-employed,,,,0,4,0,1,,3,1,6,1,6,4,2,0,1,1,0,0,0,0,1,,3,4,4,3,3,1,10,,1,2,1,0,0,0,0,0,2,2,2,2,2,3,0,2,,2,4,0,0,1,1,1,2,3,1,1,1,1,0,3,3,0,0,2,1,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,,4,Sites ,0,1,2,2,6,0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,,2,3,3,0,2,1,0,3,2,0,1,10,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
20,0,0,20,0,20,20,40,94,94,95,94.0,95,94,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.06,0,0,0.0825,1,2,self-employed,,,,0,2,0,1,,1,1,4,1,15,0,4,1,1,1,0,0,0,0,0,,4,2,10,3,4,4,10,,0,3,0,0,0,0,0,0,2,1,3,0,3,3,2,2,,10,4,1,0,1,1,1,3,10,1,1,1,1,0,3,3,0,2,0,1,1,0,0,0.0,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,,0,,1,3,2,2,5,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,,5,3,3,5,0,0,5,0,0,5,0,3,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,money,bodyache,,,2.0,3.0,,1.0,,,,,,,,,,,,,,
50,4,2,50,0,50,50,41,seed,-1,36,,36,-1,0.045,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.045,1,1,employee,,,,0,4,0,1,,3,1,6,0,15,3,4,1,0,0,0,0,1,0,0,,0,2,15,0,0,3,15,,0,2,0,0,0,0,0,0,0,0,3,1,0,3,15,0,,15,4,1,15,1,1,1,3,5,1,1,1,1,0,3,3,,5,0,0,1,1,0,2.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,2,,0,0,3,3,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,5,3,3,0,0,0,5,3,0,5,0,10,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,30.0,30.0,,0,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,
50,1,0,50,0,50,50,42,36,36,37,36.0,37,36,0.5025,0.0,0.09,0.045,0.0,0.045,0.09,0.0,0.09,0.09,0.0225,0.03,0,0,0.5025,1,2,employee,,,,0,3,3,1,,2,1,5,0,10,1,2,2,0,0,1,0,0,0,0,,0,0,5,0,0,3,10,,0,0,0,0,0,0,0,0,0,0,3,2,2,2,5,0,,5,4,1,15,0,1,1,0,5,0,1,1,0,0,2,0,1,10,1,1,0,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,,0,,0,0,2,3,5,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,,5,4,4,5,0,0,5,0,0,5,1,5,2,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,No,,1.0,0.0,,0.0,,,,,,,,,,,,,,
105,0,0,105,0,105,105,43,96,96,97,96.0,97,96,0.4575,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.0675,0.03,0,0,0.4575,1,2,self-employed,,,,0,1,3,1,,3,1,6,0,5,2,5,2,1,1,0,1,1,1,1,,3,4,5,2,2,2,5,,0,1,1,4,4,1,3,3,0,1,0,1,2,2,5,2,,5,4,2,10.42,1,1,1,2,5,2,2,1,2,2,2,3,4,5,0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,0,,0,1,1,2,5,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,,1,3,3,0,2,0,0,2,2,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,
1,0,1,0,1,1,1,44,seed,-1,8,,8,-1,0.4125,0.045,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0675,0.03,1,0,0.4125,1,1,employee,,,,0,4,3,1,,1,1,6,0,0,0,1,1,0,0,0,0,0,0,1,Plantsa,1,2,0,0,1,2,0,,1,1,1,1,1,1,1,1,0,1,2,1,2,2,0,1,,0,2,1,10,1,1,1,3,0,1,1,1,1,2,2,1,0,0,0,1,1,1,0,0.0,1,1,1,1,0,1,1,1,1,0,0.0,0,0,0,0,0,0,,4,,0,0,2,2,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,,0,2,2,0,2,0,0,2,0,0,0,0,2,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,Tumawag,,,,,Satisfied,,1.0,0.0,,1.0,,,,,,,,,,,,,,
1,0,1,0,1,1,1,45,44,44,12,44.0,12,44,0.1725,0.045,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.06,0,1,0.1725,1,4,employee,,,,0,4,0,1,,2,1,4,0,0,1,3,0,1,1,1,1,1,1,0,,0,1,0,0,0,4,0,,1,1,0,0,0,0,0,0,0,0,3,4,0,4,0,1,,0,4,1,0,1,1,1,3,0,1,1,1,2,2,4,3,,0,0,1,1,1,0,0.0,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,,0,,0,2,2,2,0,0,4,1,0,1,0,1,0,1,0,1,0,1,0,0,,0,4,4,0,1,0,0,4,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,0,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,
3,0,3,0,1,3,3,53,seed,-1,60,,60,-1,0.1125,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0,0,0.1125,1,1,self-employed,,,,0,4,0,1,,3,1,6,3,0,4,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,,0,4,0,13,1,2,0,3,0,1,1,1,1,3,3,3,0,0,0,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,0,3,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,Wala,Wala,,0.0,0.0,,1.0,,,,,,,,,,,,,,
1,0,0,1,0,1,1,55,51,51,24,51.0,24,51,0.6675,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.09,0.0,0.0675,0.06,0,1,0.6675,1,4,employee,,,,0,4,1,1,,3,1,6,0,1,2,1,0,0,1,0,1,1,1,1,,2,3,1,2,2,4,2,,2,2,2,2,1,0,2,1,2,0,2,2,1,2,1,1,,2,4,1,0,1,0,2,2,1,2,2,1,0,2,2,0,,1,0,0,0,1,0,0.0,1,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,3,,4,Friend,0,2,2,2,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,4,0,0,2,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,4.0,,0,,,,,,0.0,4.0,,0.0,,,,,,,,,,,,,,
1,0,1,1,0,1,1,56,10,10,90,10.0,90,10,0.2625,0.0,0.0,0.045,0.09,0.0,0.0,0.0,0.0,0.0,0.0675,0.06,1,1,0.2625,1,4,self-employed,,,,0,4,3,1,,3,1,6,1,1,0,0,0,1,0,0,0,0,0,0,,1,1,0,2,1,2,0,,0,2,0,0,0,0,2,0,2,0,3,3,3,2,0,1,,0,3,0,15,1,1,1,3,0,1,1,1,1,1,3,3,,0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,0,,0,2,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,2,0,2,1,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0,Awareness,0.0,Passion,Stress,,,1.0,0.0,,1.0,,,,,,,,,,,,,,
10,0,0,10,0,10,10,57,seed,-1,3,,3,-1,0.15,0.045,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1,1,0.15,1,1,employee,,,,0,3,3,1,,3,1,6,0,0,1,6,1,1,1,0,1,0,1,1,,1,0,0,4,2,2,0,,0,0,0,1,2,5,0,0,0,0,3,2,1,2,0,1,,0,2,1,0,1,1,1,4,0,1,1,1,1,4,4,4,0,0,0,0,1,1,0,,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,2,,0,0,2,3,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,,0,3,3,0,0,0,0,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,10.0,0.0,,0,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,
10,0,0,10,0,10,10,58,41,41,6,41.0,6,41,0.1875,0.045,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0225,0.03,0,0,0.1875,1,3,employee,,,,0,3,3,1,,0,1,6,0,0,0,1,0,1,1,0,0,0,0,1,Ironing,3,4,0,3,3,4,0,,5,5,0,0,5,0,0,0,0,0,0,3,3,4,5,4,,5,4,3,10.45,2,2,2,4,0,2,2,2,2,4,0,0,0,0,2,2,0,1,0,0.0,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,4,,0,,3,4,2,4,0,2,4,0,1,0,1,0,0,0,1,0,1,0,0,0,,0,4,4,0,4,2,0,4,4,0,1,0,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Kanlungan,,,,,,,0.0,3.0,,0.0,,,,,,,,,,,,,,
10,0,0,10,0,10,10,59,seed,-1,40,,40,-1,0.7125,0.045,0.09,0.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0675,0.06,1,1,0.7125,1,1,agency worker,,,,0,4,3,1,,1,1,4,0,8,0,5,1,1,1,0,0,1,1,0,,2,3,10,3,4,2,9,,0,1,0,0,0,0,0,0,0,0,0,3,3,3,9,4,,9,2,1,15,0,0,2,0,6,1,2,1,0,0,0,0,5,6,1,1,0,2,0,0.0,1,0,0,0,1,0,1,0,0,1,0.0,0,0,0,0,0,0,,1,,2,3,0,0,8,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,,2,1,0,7,2,1,6,0,4,2,1,6,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,6.0,6.0,Pagtulong,0,,,,,Magtyaga,4.0,1.0,,1.0,,,,,,,,,,,,,,
10,1,1,10,0,10,10,60,41,41,42,41.0,42,41,0.6225,0.045,0.0,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0675,0.06,1,1,0.6225,1,3,agency worker,,,,0,4,3,1,,1,1,6,0,5,0,3,0,1,1,0,0,1,0,0,,2,3,5,3,3,2,5,,1,1,0,0,1,1,0,0,0,0,0,2,2,4,5,4,,0,2,1,10.45,1,1,1,0,0,0,0,0,2,4,0,0,,0,0,1,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,,0,,3,2,2,1,0,1,4,0,1,0,0,0,0,0,1,0,1,0,0,0,,0,4,0,0,2,2,0,2,2,0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,6.0,5.0,Referal,0,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,
10,0,0,10,0,10,10,61,90,90,45,90.0,45,90,0.165,0.045,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.03,1,1,0.165,1,5,agency worker,,,,0,3,3,1,,1,1,5,0,0,0,1,1,1,1,0,1,1,1,0,,1,0,0,2,2,2,0,,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,1,,0,1,1,0,2,1,1,4,0,1,1,1,2,4,3,4,0,0,0,1,1,2,0,1.0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,1,0,,2,,0,4,1,2,0,0,3,0,1,1,0,1,1,0,0,1,0,0,0,0,,0,4,4,0,1,0,0,4,1,0,1,0,0,4.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,,,Salamat,5,3,,1.0,,,,,,,,,,,,,,,,
10,0,1,10,0,10,10,62,seed,-1,56,,56,-1,0.3,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.03,0,0,0.3,1,1,self-employed,,,,0,4,3,1,,3,0,6,0,0,1,2,2,0,1,1,0,0,1,1,Admin,0,1,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,,0,4,1,9,0,0,1,3,0,1,1,1,1,3,3,3,0,0,0,1,1,0,0,0.0,0,0,1,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0,,0,,0,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,
10,0,0,10,0,10,10,63,18,18,64,18.0,64,18,0.5775,0.045,0.09,0.09,0.0,0.045,0.09,0.0,0.0,0.09,0.0675,0.06,1,1,0.5775,1,5,self-employed,,,,0,2,2,1,,1,1,4,0,5,0,1,1,1,1,0,1,1,0,0,,0,2,5,0,0,2,5,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,2,,5,3,0,12,0,0,1,3,5,0,0,1,0,2,0,0,0,5,0,1,1,0,0,0.0,1,1,1,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0,,0,,0,2,2,2,5,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,,5,4,4,0,2,0,5,0,0,5,0,5,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,5.0,3.0,,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,
10,0,0,10,0,10,10,64,seed,-1,65,,65,-1,0.255,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.03,1,0,0.255,1,1,self-employed,,,,0,4,2,1,,3,1,6,0,7,2,1,1,0,0,0,0,1,0,0,,2,2,7,0,1,2,5,,1,1,0,0,0,0,0,0,0,0,2,3,2,0,3,2,,0,2,1,11,1,1,1,3,0,1,1,1,1,2,3,3,,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,0,,0,2,1,2,3,0,3,0,0,1,0,0,1,0,1,1,0,0,0,0,,2,3,3,0,2,2,0,2,0,3,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,
10,1,0,10,0,10,10,65,seed,-1,86,,86,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,self-employed,,,,0,4,0,1,,3,1,6,1,4,2,3,0,1,0,0,0,0,0,1,,1,1,4,0,1,3,7,,1,3,0,2,1,0,0,0,1,0,3,2,1,3,8,1,,7,4,1,10.44,1,1,0,3,14,1,1,1,1,0,3,3,,7,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,,0,,0,0,3,3,2,0,3,1,0,1,0,1,0,1,0,1,0,1,0,0,,1,3,3,0,0,0,3,0,0,0,1,6,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,
10,2,4,10,0,10,10,66,seed,-1,93,,93,-1,0.48,0.045,0.09,0.045,0.0,0.045,0.09,0.0,0.09,0.0,0.045,0.03,1,1,0.48,1,1,self-employed,,,,0,4,3,1,,3,1,5,0,3,2,5,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,4,,0,2,2,2,2,1,1,0,2,0,0,2,2,2,4,3,,4,2,1,9.5,1,0,1,1,0,0,0,1,0,1,2,0,30,10,1,1,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,1,1,3,4,0,2,0,0,1,0,0,1,0,1,0,0,1,1,0,,4,3,3,0,2,0,1,2,0,0,1,4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,10.0,1,,0.0,,,Yes,,1.0,1.0,,0.0,,,,,,,,,,,,,,
15,0,0,15,0,15,15,67,seed,-1,57,,57,-1,0.3675,0.045,0.09,0.09,0.0,0.045,0.0,0.0,0.0,0.0,0.0675,0.03,0,1,0.3675,1,1,self-employed,,,,0,3,2,1,,3,1,6,0,5,4,3,0,1,1,1,1,0,0,0,,1,2,0,2,1,2,2,,0,1,0,0,0,0,0,0,0,0,2,3,2,2,0,2,,0,4,2,10,1,0,1,3,0,1,0,0,0,3,3,2,0,0,0,1,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,2,,0,,1,1,2,2,0,0,2,1,1,1,0,1,0,0,1,1,0,1,0,0,,0,3,3,0,2,0,2,2,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,
2,0,0,2,0,2,2,68,seed,-1,4,,4,-1,0.1725,0.045,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.06,0,0,0.1725,1,1,employee,,,,0,2,1,1,,1,1,4,1,0,0,1,1,1,1,1,1,0,0,0,,3,2,0,2,1,0,2,,0,0,0,0,0,0,0,0,2,0,3,1,1,3,0,2,,0,4,1,0,1,1,1,3,1,1,1,1,1,3,3,3,,0,0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,,0,,0,2,2,1,0,0,2,0,0,1,0,1,1,0,1,1,0,1,0,0,,0,3,3,2,1,0,0,3,0,0,1,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1.0,3.0,,1.0,,,,,,,,,,,,,,
4,4,1,2,1,4,4,69,41,41,10,41.0,10,41,0.165,0.0,0.0,0.045,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.03,0,1,0.165,1,3,employee,,,,0,4,2,1,,1,1,4,2,0,3,2,0,1,1,1,1,1,1,0,,0,1,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,,0,4,1,10.42,1,1,2,3,0,2,2,1,2,3,3,4,0,0,0,1,1,1,0,0.0,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,,0,,0,0,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,1,0,0,,0,4,0,0,0,0,0,4,4,0,0,0,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,0,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,
2,0,0,2,0,2,2,70,8,8,43,8.0,43,8,0.645,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.0,0.045,0.06,1,1,0.645,1,2,agency worker,,,,0,4,3,1,,0,1,6,0,2,0,0,0,1,0,0,0,0,0,0,,1,2,2,0,1,2,2,,1,1,1,1,1,1,1,1,0,1,2,2,2,2,0,1,,2,2,3,10,1,1,1,3,2,1,0,1,0,3,0,0,2,2,1,0,0,2,0,0.0,1,1,0,1,1,0,1,0,0,0,0.0,0,0,0,0,0,2,,1,,0,2,2,2,2,1,3,1,0,1,0,1,0,1,0,1,0,0,0,0,,2,4,0,2,4,1,5,1,2,5,1,5,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,10.0,10.0,3,0,,,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,
